date,NO2,CO,SO2,O3
2025-11-04,3.372248719449889e-05,0.0275283753871917,,0.1157569606891936
2025-11-05,2.5633692706860392e-05,,-0.0001753229398007,0.1162919835704896
2025-11-06,3.604617995733861e-05,,8.904955999848122e-06,0.1127904667001631
2025-11-07,3.9604924596561534e-05,,5.064666779203849e-05,0.1139380022262533
2025-11-08,4.468719149321148e-05,0.0345406929651896,0.0001659460166203,0.1161356966735588
2025-11-09,1.976643261514255e-05,0.0282913763076066,,0.1165726866780055
2025-11-10,4.206819533094488e-05,0.0268074572086334,,0.1166128154016203
2025-11-11,2.829401128110476e-05,0.0288998285929362,0.0001533919379913,0.1164963241252634
2025-11-12,2.6724895258880945e-05,,0.0001544054830446,0.1166427582502365
2025-11-13,1.890239722838901e-05,,,0.1142317776878674
2025-11-14,2.453257236084028e-05,,,0.115330847881494
2025-11-15,3.040168480116076e-05,0.0320606350898742,,0.1170441452413797
2025-11-16,1.4753630239283666e-05,,,0.1168727585011058
2025-11-17,9.050820686695715e-06,0.0334666743874549,,0.1159923760634329
2025-11-18,2.2764861234080807e-05,,-2.284864967805333e-05,0.1128779286518693
2025-11-19,1.4716233102682543e-05,,6.881345493289141e-06,0.1150849246316486
2025-11-20,1.4063437902223086e-05,,-0.0001586607725518,0.1153620620154672
